ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
27395,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,316500,3.625,0.5167,12206.75,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,6840,CIB,605,EXP,45-54,to_inst,99.52830189,North,direct,0,43
27396,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,126500,4.875,0.9298,0,360,neg_amm,not_int,not_lpsm,128000,sb,pr,home,1U,4200,EXP,507,EXP,25-34,to_inst,98.828125,North,direct,0,42
27397,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,176500,4.18,-0.0191,1047,360,not_neg,not_int,not_lpsm,1008000,sb,pr,home,1U,3120,CRIF,515,CIB,55-64,not_inst,17.50992063,North,direct,0,44
27398,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,366500,3.49,0.6814,161.15,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,5760,CIB,679,EXP,35-44,not_inst,99.5923913,North,direct,0,53
27399,2019,,Female,nopre,type1,p4,l1,nopc,nob/c,316500,,,,180,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,15960,EQUI,719,EXP,55-64,to_inst,,North,direct,1,
27400,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,76500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10680,EQUI,507,EXP,65-74,to_inst,,south,direct,1,
27401,2019,cf,Female,nopre,type3,p4,l1,nopc,nob/c,256500,3.125,-0.4136,2511.59,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,,CIB,631,EXP,45-54,not_inst,92.26618705,North,direct,0,
27402,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,196500,,,,276,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,4260,EQUI,512,EXP,35-44,to_inst,,North,direct,1,
27403,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,616500,3.75,-0.0349,0,360,not_neg,not_int,not_lpsm,818000,sb,pr,home,1U,8520,CIB,869,CIB,45-54,not_inst,75.36674817,south,direct,0,45
27404,2019,,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,3.99,0.5315,2689.21,240,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,11520,CRIF,518,EXP,35-44,to_inst,73.32535885,south,direct,0,23
27405,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,4.99,0.5376,3687.5,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,3060,CIB,577,CIB,55-64,to_inst,73.94859813,North,direct,0,49
27406,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,226500,2.75,-0.1501,5184,180,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,17100,CIB,648,CIB,35-44,to_inst,52.92056075,south,direct,0,5
27407,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,706500,3.99,-0.0391,10704.81,360,not_neg,not_int,not_lpsm,978000,sb,pr,home,1U,9180,EXP,692,EXP,45-54,not_inst,72.2392638,North,direct,0,43
27408,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,526500,4.5,0.4502,9681.25,360,not_neg,not_int,not_lpsm,918000,sb,pr,home,1U,5700,CIB,553,EXP,55-64,to_inst,57.35294118,North,direct,0,43
27409,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,3.875,1.1804,8775,240,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,7860,EXP,883,EXP,45-54,to_inst,79.45402299,south,direct,0,29
27410,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,276500,3.625,0.5146,0,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,,CRIF,528,EXP,35-44,to_inst,84.29878049,North,direct,0,
27411,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,,EXP,681,CIB,65-74,to_inst,37.16517857,central,direct,1,
27412,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,596500,4.5,0.1146,0,360,not_neg,not_int,not_lpsm,1108000,sb,pr,home,1U,6780,CRIF,592,EXP,55-64,not_inst,53.83574007,North,direct,0,49
27413,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,4.125,-0.09,9703.79,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,5220,EXP,575,EXP,65-74,not_inst,61.92434211,North,direct,0,30
27414,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,96500,,,,360,not_neg,not_int,not_lpsm,128000,sb,pr,home,1U,1920,CIB,735,CIB,55-64,to_inst,75.390625,North,direct,1,30
27415,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,376500,4.125,1.4033,11535.06,240,not_neg,not_int,not_lpsm,598000,sb,ir,home,1U,9780,CIB,668,CIB,55-64,to_inst,62.95986622,central,direct,0,32
27416,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,196500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2700,EQUI,514,EXP,>74,to_inst,,south,direct,1,
27417,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,526500,4.18,-0.1175,0,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,14820,CIB,668,EXP,45-54,not_inst,77.65486726,North,direct,0,36
27418,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,426500,,,,324,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7320,EQUI,644,EXP,65-74,to_inst,,south,direct,1,
27419,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,526500,,,,360,not_neg,int_only,not_lpsm,758000,sb,pr,home,1U,5520,CIB,896,CIB,35-44,to_inst,69.4591029,south,direct,1,15
27420,2019,cf,Sex Not Available,nopre,type1,p3,l2,opc,nob/c,216500,4.5,0.242,,360,not_neg,int_only,not_lpsm,1508000,sb,pr,home,1U,8220,EXP,617,CIB,65-74,to_inst,14.35676393,south,direct,0,49
27421,2019,cf,Male,pre,type3,p4,l1,nopc,nob/c,386500,,,,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,,CIB,627,CIB,25-34,to_inst,102.2486772,south,direct,1,
27422,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,436500,3.625,0.4367,604.8,180,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,15480,CRIF,521,CIB,45-54,not_inst,79.65328467,south,direct,0,31
27423,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,486500,3.99,0.435,6755.64,360,not_neg,not_int,not_lpsm,648000,sb,pr,home,1U,8220,EXP,741,EXP,35-44,to_inst,75.07716049,south,direct,0,32
27424,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,328000,sb,ir,home,1U,8640,CRIF,535,EXP,55-64,not_inst,81.25,North,direct,1,48
27425,2019,,Joint,pre,type2,p1,l1,nopc,b/c,226500,3.375,0.5498,6034.15,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,4560,EXP,663,EXP,55-64,to_inst,84.51492537,North,direct,0,44
27426,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,4.125,1.2787,5253.79,180,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,4140,CRIF,739,CIB,55-64,to_inst,73.53896104,North,direct,0,39
27427,2019,cf,Joint,,type1,p3,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2100,EQUI,756,EXP,55-64,to_inst,,North,direct,1,
27428,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,376500,4.5,0.4649,2082.9,360,not_neg,not_int,not_lpsm,478000,sb,sr,home,1U,13200,EXP,563,EXP,35-44,to_inst,78.76569038,south,direct,0,36
27429,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,656500,3.99,-0.0216,100,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,7860,CRIF,635,CIB,65-74,not_inst,90.17857143,North,direct,0,37
27430,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,3.625,0.0001,0,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,5340,CIB,538,CIB,55-64,not_inst,74.03846154,North,direct,0,48
27431,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,276500,4.125,1.0714,0,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,,CIB,584,EXP,45-54,to_inst,84.29878049,south,direct,0,
27432,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.5031,7600,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,3660,CRIF,582,CIB,35-44,to_inst,80.02793296,south,direct,0,42
27433,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,196500,4.5,1.4631,1463,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,2760,CRIF,754,CIB,25-34,to_inst,86.18421053,North,direct,0,50
27434,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,306500,3.625,0.7199,7390,240,not_neg,not_int,not_lpsm,498000,sb,pr,home,2U,3540,CRIF,711,CIB,55-64,to_inst,61.54618474,south,direct,0,49
27435,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,416500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5580,EQUI,636,EXP,45-54,not_inst,,North,direct,1,
27436,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,86500,3.25,1.4982,3000.78,180,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,5640,CIB,658,CIB,45-54,to_inst,51.48809524,central,direct,0,36
27437,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,4.56,0.7143,5081.25,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,4320,CRIF,788,CIB,45-54,to_inst,83.73015873,North,direct,0,42
27438,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,346500,3.375,-0.1514,5562.5,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,2U,4260,CRIF,899,EXP,25-34,to_inst,56.06796117,North,direct,0,42
27439,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,236500,5.75,1.16,1196.85,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,5460,CIB,759,CIB,45-54,to_inst,82.11805556,North,direct,0,41
27440,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,2820,EXP,824,CIB,45-54,to_inst,49.45414847,North,direct,1,39
27441,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,346500,5.25,0.4392,0,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,4080,EXP,740,CIB,55-64,not_inst,68.20866142,south,direct,0,43
27442,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4260,EQUI,716,EXP,25-34,to_inst,,south,direct,1,
27443,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,426500,3.75,0.4495,7042.65,240,not_neg,not_int,not_lpsm,708000,sb,ir,home,4U,21120,CIB,589,EXP,45-54,not_inst,60.24011299,south,direct,0,35
27444,2019,ncf,Male,nopre,type1,p3,l2,opc,nob/c,206500,,,,360,not_neg,int_only,not_lpsm,1378000,sb,pr,home,1U,6900,CIB,502,CIB,45-54,to_inst,14.98548621,North,direct,1,20
27445,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,396500,2.99,0.1462,,180,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,10080,EXP,785,CIB,45-54,to_inst,79.6184739,south,direct,0,37
27446,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,186500,4.375,0.0783,1800,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,3060,CIB,751,CIB,35-44,to_inst,42.57990868,North,direct,0,45
27447,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,306500,4.375,0.6491,1200,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,3480,CIB,862,EXP,45-54,not_inst,75.12254902,south,direct,0,45
27448,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,306500,4.75,0.4399,0,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,6060,CRIF,849,EXP,25-34,not_inst,88.07471264,south,direct,0,34
27449,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,166500,4.18,0.3013,3600,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,3420,CIB,838,CIB,65-74,to_inst,64.53488372,North,direct,0,38
27450,2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,316500,4.5,0.4522,4753.81,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,6060,CIB,784,CIB,65-74,to_inst,69.10480349,south,direct,0,36
27451,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,186500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2460,EQUI,717,EXP,65-74,to_inst,,south,direct,1,
27452,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,656500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,0,EQUI,762,EXP,65-74,not_inst,,south,direct,1,
27453,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,96500,4.5,1.0606,3028.13,180,neg_amm,not_int,not_lpsm,148000,sb,pr,home,1U,4680,CRIF,858,CIB,55-64,to_inst,65.2027027,central,direct,0,32
27454,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,486500,4.625,0.108,7150,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,6960,CIB,784,CIB,65-74,to_inst,71.75516224,central,direct,0,39
27455,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,266500,4.25,1.5748,2233.36,240,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,6420,CIB,635,CIB,35-44,to_inst,78.84615385,south,direct,0,44
27456,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,506500,3.49,0.6895,6913.37,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,8880,EXP,564,CIB,35-44,not_inst,83.30592105,North,direct,0,59
27457,2019,ncf,Female,nopre,type1,p1,l1,nopc,nob/c,266500,4.125,0.2844,1657.35,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,3360,CIB,603,CIB,35-44,not_inst,89.4295302,North,direct,0,44
27458,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,246500,3.99,0.5688,6240,360,not_neg,not_int,not_lpsm,318000,sb,sr,home,1U,8940,CRIF,715,EXP,55-64,to_inst,77.51572327,North,direct,0,49
27459,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,136500,3.75,0.1825,,120,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,3600,CRIF,509,CIB,55-64,to_inst,72.60638298,south,direct,0,42
27460,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,86500,3.99,0.9249,3091.75,180,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,2040,CRIF,843,CIB,65-74,to_inst,54.74683544,North,direct,0,40
27461,2019,,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,96500,4.125,0.9448,1723.45,360,not_neg,not_int,not_lpsm,118000,sb,pr,home,1U,5220,EXP,676,CIB,45-54,to_inst,81.77966102,North,direct,0,56
27462,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,4.125,0.004,863.15,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,3360,EXP,891,CIB,25-34,not_inst,93.44512195,North,direct,0,41
27463,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,86500,4.375,1.3898,2500,180,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,2280,CIB,522,EXP,55-64,to_inst,24.16201117,North,direct,0,39
27464,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,356500,,,,360,neg_amm,not_int,not_lpsm,358000,sb,pr,home,1U,6120,CRIF,545,CIB,45-54,to_inst,99.58100559,North,direct,1,48
27465,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,718000,sb,pr,home,1U,6720,CRIF,808,EXP,55-64,to_inst,67.75766017,south,direct,1,44
27466,2019,cf,Female,,type1,p3,l1,nopc,nob/c,296500,4.25,-0.039,2183,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,3540,EXP,570,CIB,65-74,not_inst,64.73799127,North,direct,0,44
27467,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,446500,3.99,0.0703,489.9,180,neg_amm,not_int,not_lpsm,1028000,sb,pr,home,1U,14880,CRIF,848,CIB,45-54,to_inst,43.43385214,south,direct,0,27
27468,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,336500,4.625,0.2713,2800,360,neg_amm,not_int,not_lpsm,518000,sb,pr,home,1U,6060,CRIF,649,EXP,65-74,to_inst,64.96138996,south,direct,0,48
27469,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,126500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7200,EQUI,808,EXP,65-74,to_inst,,North,direct,1,
27470,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,3.875,0.4317,2604.38,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,2520,CRIF,679,EXP,65-74,to_inst,60.47486034,North,direct,0,44
27471,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,686500,4.625,0.6125,9850,360,not_neg,not_int,not_lpsm,1408000,sb,pr,home,1U,6000,CIB,649,CIB,55-64,to_inst,48.75710227,south,direct,0,48
27472,2019,cf,Sex Not Available,pre,type2,p4,l1,nopc,b/c,416500,,,,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,,EXP,608,CIB,45-54,to_inst,90.93886463,south,direct,1,
27473,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,216500,3.99,0.088,5275.21,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,5520,EXP,525,CIB,55-64,to_inst,60.47486034,south,direct,0,44
27474,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,426500,3.69,-0.0122,514.5,360,not_neg,not_int,not_lpsm,978000,sb,pr,home,1U,5100,CRIF,841,CIB,55-64,not_inst,43.60940695,North,direct,0,32
27475,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,196500,2.99,0.353,6974.78,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,2040,CIB,791,CIB,25-34,to_inst,94.47115385,central,direct,0,46
27476,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,136500,3.99,0.5387,3541.25,300,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,3900,EXP,701,CIB,35-44,to_inst,86.39240506,North,direct,0,25
27477,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,536500,3.69,-0.059,2190,360,not_neg,not_int,not_lpsm,638000,sb,pr,home,1U,6420,CRIF,862,CIB,25-34,not_inst,84.09090909,North,direct,0,48
27478,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,246500,3.99,0.4099,1250,336,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,3480,CRIF,659,CIB,65-74,to_inst,65.21164021,south,direct,0,40
27479,2019,cf,Female,nopre,type3,p3,l1,nopc,nob/c,356500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4140,EQUI,852,EXP,55-64,to_inst,,south,direct,1,
27480,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5520,EQUI,723,EXP,55-64,not_inst,,North,direct,1,
27481,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,3.875,0.2257,1250,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,9300,CIB,802,CIB,55-64,to_inst,79.45402299,south,direct,0,31
27482,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,246500,4.5,0.7877,1855.62,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,4380,CIB,659,EXP,45-54,to_inst,68.8547486,North-East,direct,0,45
27483,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,366500,,,,180,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,13080,EXP,666,CIB,45-54,to_inst,87.67942584,North,direct,1,35
27484,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,156500,4.25,1.1105,0,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,2820,CRIF,666,CIB,25-34,to_inst,83.24468085,south,direct,0,30
27485,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,246500,4.99,1.0466,2966.87,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,3900,CIB,738,CIB,55-64,to_inst,85.59027778,south,direct,0,45
27486,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,166500,4.5,1.807,0,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,,EXP,638,EXP,35-44,to_inst,99.10714286,North,direct,0,
27487,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,3.25,0.002,0,180,not_neg,not_int,not_lpsm,818000,sb,pr,home,1U,12720,CIB,849,EXP,45-54,not_inst,59.47432763,south,direct,0,21
27488,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,116500,,,,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,2880,CIB,581,CIB,35-44,to_inst,69.3452381,North,direct,1,37
27489,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,266500,4.5,0.8896,6589,360,not_neg,not_int,not_lpsm,838000,sb,ir,home,1U,3240,CRIF,629,CIB,65-74,to_inst,31.80190931,south,direct,0,49
27490,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,336500,4.125,0.0377,1945.62,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,7200,EXP,629,EXP,55-64,not_inst,46.22252747,south,direct,0,42
27491,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,3.99,0.654,5592.5,360,not_neg,int_only,not_lpsm,398000,sb,pr,home,1U,3120,CRIF,585,CIB,45-54,to_inst,49.3718593,south,direct,0,24
27492,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,156500,2.99,-0.6288,2109.94,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,,EXP,650,CIB,65-74,to_inst,41.4021164,North,direct,0,
27493,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,146500,4.99,1.6224,2586.15,360,neg_amm,not_int,not_lpsm,158000,sb,pr,home,1U,3900,CIB,593,CIB,25-34,to_inst,92.72151899,North,direct,0,31
27494,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,566500,4.875,1.4207,9665,360,not_neg,not_int,not_lpsm,798000,sb,pr,home,1U,6720,CRIF,744,EXP,55-64,to_inst,70.98997494,central,direct,0,46
27495,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,66500,,,,180,not_neg,int_only,not_lpsm,,sb,pr,home,1U,2160,EQUI,890,EXP,55-64,to_inst,,south,direct,1,
27496,2019,ncf,Male,pre,type1,p4,l1,nopc,nob/c,596500,,,,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,8280,CRIF,859,CIB,35-44,not_inst,90.65349544,south,direct,1,40
27497,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,166500,3.875,0.4553,5078.13,324,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,2460,CIB,839,CIB,65-74,to_inst,59.89208633,North,direct,0,35
27498,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3780,EQUI,749,EXP,65-74,to_inst,,south,direct,1,
27499,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,3.99,0.6355,6740,300,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,4500,EXP,880,CIB,25-34,to_inst,69.05487805,North,direct,0,40
27500,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,4.75,0.4978,5730.26,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,7680,EXP,585,EXP,65-74,to_inst,81.47482014,North,direct,0,37
27501,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,106500,3.875,1.3696,3375,180,not_neg,not_int,not_lpsm,668000,sb,pr,home,1U,2520,CRIF,871,EXP,55-64,to_inst,15.94311377,south,direct,0,32
27502,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,416500,3.75,0.86,4185,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,5280,CRIF,837,EXP,45-54,not_inst,87.13389121,North,direct,0,51
27503,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,476500,4,0.2031,0,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,28860,EXP,783,EXP,>74,not_inst,70.28023599,North,direct,0,14
27504,2019,cf,Male,,type1,p4,l1,nopc,nob/c,456500,3.75,-0.4895,3338.82,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,5700,CRIF,715,CIB,25-34,not_inst,86.45833333,North,direct,0,42
27505,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,216500,4.99,0.8762,,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,3240,CIB,797,CIB,>74,to_inst,83.91472868,south,direct,0,50
27506,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,186500,4.375,0.9208,2175,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3120,EXP,644,EXP,35-44,to_inst,58.64779874,south,direct,0,33
27507,2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,376500,4.125,0.056,1235,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,3060,CIB,663,EXP,25-34,not_inst,67.47311828,North,direct,0,49
27508,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,356500,5.25,1.1013,11650,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,6180,CRIF,785,CIB,55-64,to_inst,74.58158996,North-East,direct,0,32
27509,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,506500,4.375,0.4298,6620,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,5580,EXP,650,EXP,35-44,not_inst,83.30592105,North,direct,0,43
27510,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,446500,4.375,0.5749,686.93,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,2U,7560,EXP,731,EXP,35-44,not_inst,74.66555184,central,direct,0,32
27511,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,366500,3.5,0.0158,5061,324,neg_amm,not_int,not_lpsm,508000,sb,pr,home,1U,5340,EXP,881,CIB,35-44,not_inst,72.14566929,North,direct,0,30
